"shapeid","x","y","identifier","formOfNode","fictitious","identifi_1","class","roadNumber","name1","name1_lang","name2","name2_lang","formOfWay","strategic","length","structure","loop","startNode","endNode","formsPart","gml_id","changeType","startDate","lastUpdate","entryDate","uprn","logicalSta","blpuState","blpuStateD","rpc","localCusto","country","addressbas","postcodeLo","multiOccCo","deliveryPo","delivery_1","delivery_2","udprn","buildingNu","thoroughfa","postTown","postcode","postcodeTy","delivery_3","processDat","landProper","landProp_1","landProp_2","lpiKey","landProp_3","paoStartNu","usrn","usrnMatchI","officialFl","applicatio","applicat_1","applicat_2","xRefKey","crossRefer","version","source","classifica","classifi_1","classifi_2","classKey","classifi_3","classSchem","schemeVers","buildingNa","paoStartSu","parentUPRN","subBuildin","saoText","saoStartNu","paoText","organisati","organisa_1","organisa_2","orgKey","organisa_3","endDate","landProp_4","applicat_3","classifi_4","organisa_4","dependentT","paoEndNumb","saoStartSu","dependentL","paoEndSuff","organisa_5","department","doubleDepe","saoEndNumb","poBoxNumbe","best_server"
"177","291089.0","91803.0","41b52761-850d-4e41-a2ef-33d3891fc5ec","junction","false","8e5001de-f659-4ce4-885b-7ddddaa131e2","Unclassified","NULL","Prospect Place","Acc","NULL","NULL","Single Carriageway","NULL","57.244","NULL","false","41b52761-850d-4e41-a2ef-33d3891fc5ec","69519081-6776-48b2-9d87-7623192555bc","osgb4000000025363954","uk.addressbase.uprn.10025395474","I","2012-02-02","2016-02-10","2011-09-01","10025395474.0","1","NULL","NULL","1","7655","E","N","EX4 1HS","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","(1:2012-02-02)","(1:2016-02-10)","(1:2013-06-08)","(1:7655L101864248)","(1:1)","NULL","(1:14200217)","(1:2)","(1:N)","(4:2016-02-07,2016-02-07,2016-02-07,2016-02-07)","(4:2016-02-07,2016-02-10,2016-02-10,2016-02-10)","(4:2016-02-07,2012-03-07,2012-01-08,2011-12-12)","(4:7655X106466157,7655X600896720,7655X900896720,7655X700896720)","(4:E05003506,osgb5000005102289746,osgb5000000018270933,...)","(3:1,4,1)","(4:7666OW,7666MI,7666MA,7666MT)","(1:2012-02-02)","(1:2016-02-10)","(1:2011-09-01)","(1:7655C000896720)","(1:CU01)","(1:AddressBase Premium Classification Scheme)","(1:1)","NULL","NULL","NULL","NULL","NULL","NULL","(1:,...)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","4"
"178","291058.684","91773.949","69519081-6776-48b2-9d87-7623192555bc","roadEnd","false","8e5001de-f659-4ce4-885b-7ddddaa131e2","Unclassified","NULL","Prospect Place","Acc","NULL","NULL","Single Carriageway","NULL","57.244","NULL","false","41b52761-850d-4e41-a2ef-33d3891fc5ec","69519081-6776-48b2-9d87-7623192555bc","osgb4000000025363954","uk.addressbase.uprn.10024944118","I","2011-09-16","2016-02-10","2011-09-01","10024944118.0","1","NULL","NULL","1","7655","E","N","EX4 1JX","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","(1:2011-09-16)","(1:2016-02-10)","(1:2011-09-01)","(1:7655L101415150)","(1:1)","NULL","(1:14200316)","(1:2)","(1:N)","(4:2016-02-07,2016-02-07,2016-02-07,2016-02-07)","(4:2016-02-10,2016-02-07,2016-02-10,2016-02-10)","(4:2008-08-16,2016-02-07,2008-01-30,2006-03-18)","(4:7655X600611658,7655X135455460,7655X700611658,7655X900611658)","(4:osgb4000000025335763,E05003506,osgb1000000347988792,...)","(3:4,4,12)","(4:7666MI,7666OW,7666MT,7666MA)","(1:2011-09-16)","(1:2016-02-10)","(1:2011-09-01)","(1:7655C000611658)","(1:CU01)","(1:AddressBase Premium Classification Scheme)","(1:1)","NULL","NULL","NULL","NULL","NULL","NULL","(1:,...)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","4"
"179","291120.353","91839.449","d82456cb-d542-4337-9aab-9b6091fcd4c7","roadEnd","false","56238cd9-1b23-45a0-9499-ed11aa88483b","Not Classified","NULL","NULL","NULL","NULL","NULL","Single Carriageway","NULL","53.278","NULL","false","5c02227e-8c1d-4cb4-95bb-bcbdbf4d9f21","d82456cb-d542-4337-9aab-9b6091fcd4c7","NULL","uk.addressbase.uprn.10025395474","I","2012-02-02","2016-02-10","2011-09-01","10025395474.0","1","NULL","NULL","1","7655","E","N","EX4 1HS","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","(1:2012-02-02)","(1:2016-02-10)","(1:2013-06-08)","(1:7655L101864248)","(1:1)","NULL","(1:14200217)","(1:2)","(1:N)","(4:2016-02-07,2016-02-07,2016-02-07,2016-02-07)","(4:2016-02-07,2016-02-10,2016-02-10,2016-02-10)","(4:2016-02-07,2012-03-07,2012-01-08,2011-12-12)","(4:7655X106466157,7655X600896720,7655X900896720,7655X700896720)","(4:E05003506,osgb5000005102289746,osgb5000000018270933,...)","(3:1,4,1)","(4:7666OW,7666MI,7666MA,7666MT)","(1:2012-02-02)","(1:2016-02-10)","(1:2011-09-01)","(1:7655C000896720)","(1:CU01)","(1:AddressBase Premium Classification Scheme)","(1:1)","NULL","NULL","NULL","NULL","NULL","NULL","(1:,...)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","16"
"180","291544.75","91867.437","3a697a26-3dfb-4cd3-89b0-bc4d88d862ce","pseudoNode","false","af1b4805-6e6f-43ba-b88d-ce35af1a10b6","Not Classified","NULL","NULL","NULL","NULL","NULL","Single Carriageway","NULL","126.644","NULL","false","414f798f-eff2-4fa6-b7d0-bcb27b8a6e02","3a697a26-3dfb-4cd3-89b0-bc4d88d862ce","NULL","uk.addressbase.uprn.10024944117","I","2011-09-16","2016-02-10","2010-02-24","10024944117.0","1","NULL","NULL","1","7655","E","N","EX4 1AH","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","(1:2011-09-16)","(1:2016-02-10)","(1:2011-09-01)","(1:7655L101415149)","(1:1)","NULL","(1:14202720)","(1:2)","(1:N)","(4:2016-02-07,2016-02-07,2016-02-07,2016-02-07)","(4:2016-02-10,2016-02-10,2016-02-07,2016-02-10)","(4:2014-09-09,2006-03-18,2016-02-07,2008-03-02)","(4:7655X600611657,7655X900611657,7655X135455459,7655X700611657)","(4:osgb5000005132093442,osgb5000000000739190,E05003506,...)","(3:1,17,5)","(4:7666MI,7666MA,7666OW,7666MT)","(1:2011-09-16)","(1:2016-02-10)","(1:2010-02-24)","(1:7655C000611657)","(1:CU01)","(1:AddressBase Premium Classification Scheme)","(1:1)","NULL","NULL","NULL","NULL","NULL","NULL","(1:,...)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","22"
"181","291124.0","91987.0","72de95d6-95e3-40ac-9a7e-1481087b6193","roadEnd","false","01efd07e-b7e4-49f8-8dbe-912c6cd0215b","Unclassified","NULL","Nelson Road","Acc","NULL","NULL","Single Carriageway","NULL","39.825","NULL","false","72de95d6-95e3-40ac-9a7e-1481087b6193","42491ffb-d9ed-44d1-8327-e71e4cc5950d","osgb4000000025363972","uk.addressbase.uprn.10024950414","I","2011-09-16","2016-02-10","2009-02-12","10024950414.0","1","NULL","NULL","1","7655","E","N","EX4 1AS","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","(1:2011-09-16)","(1:2016-02-10)","(1:2009-02-12)","(1:7655L101421523)","(1:1)","NULL","(1:14200217)","(1:2)","(1:N)","(4:2016-02-07,2016-02-07,2016-02-07,2016-02-07)","(4:2016-02-10,2016-02-07,2016-02-10,2016-02-10)","(4:2008-12-23,2016-02-07,2006-03-18,2008-01-30)","(4:7655X600615955,7655X135480635,7655X900615955,7655X700615955)","(4:osgb4000000025384147,E05003506,osgb5000000000744391,...)","(3:8,12,3)","(4:7666MI,7666OW,7666MA,7666MT)","(1:2011-09-16)","(1:2016-02-10)","(1:2009-02-12)","(1:7655C000615955)","(1:CU01)","(1:AddressBase Premium Classification Scheme)","(1:1)","NULL","NULL","NULL","NULL","NULL","NULL","(1:,...)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL",""
"182","291089.0","91803.0","41b52761-850d-4e41-a2ef-33d3891fc5ec","junction","false","90067716-c8c6-4fc9-89cb-f4f1506328ec","Unclassified","NULL","Prospect Place","Acc","NULL","NULL","Single Carriageway","NULL","70.112","NULL","false","8cab14e5-1d53-4f63-bc46-b2376de9963d","41b52761-850d-4e41-a2ef-33d3891fc5ec","osgb4000000025363954","uk.addressbase.uprn.10025395474","I","2012-02-02","2016-02-10","2011-09-01","10025395474.0","1","NULL","NULL","1","7655","E","N","EX4 1HS","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","(1:2012-02-02)","(1:2016-02-10)","(1:2013-06-08)","(1:7655L101864248)","(1:1)","NULL","(1:14200217)","(1:2)","(1:N)","(4:2016-02-07,2016-02-07,2016-02-07,2016-02-07)","(4:2016-02-07,2016-02-10,2016-02-10,2016-02-10)","(4:2016-02-07,2012-03-07,2012-01-08,2011-12-12)","(4:7655X106466157,7655X600896720,7655X900896720,7655X700896720)","(4:E05003506,osgb5000005102289746,osgb5000000018270933,...)","(3:1,4,1)","(4:7666OW,7666MI,7666MA,7666MT)","(1:2012-02-02)","(1:2016-02-10)","(1:2011-09-01)","(1:7655C000896720)","(1:CU01)","(1:AddressBase Premium Classification Scheme)","(1:1)","NULL","NULL","NULL","NULL","NULL","NULL","(1:,...)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","4"
"183","291089.0","91803.0","41b52761-850d-4e41-a2ef-33d3891fc5ec","junction","false","5f5ba22c-8434-4546-81a4-c6e07754144a","Unclassified","NULL","Prospect Place","Acc","NULL","NULL","Single Carriageway","NULL","41.183","NULL","false","41b52761-850d-4e41-a2ef-33d3891fc5ec","84ddf0e0-4738-4a75-a1ff-41c0abac2c6d","osgb4000000025363954","uk.addressbase.uprn.10025395474","I","2012-02-02","2016-02-10","2011-09-01","10025395474.0","1","NULL","NULL","1","7655","E","N","EX4 1HS","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","(1:2012-02-02)","(1:2016-02-10)","(1:2013-06-08)","(1:7655L101864248)","(1:1)","NULL","(1:14200217)","(1:2)","(1:N)","(4:2016-02-07,2016-02-07,2016-02-07,2016-02-07)","(4:2016-02-07,2016-02-10,2016-02-10,2016-02-10)","(4:2016-02-07,2012-03-07,2012-01-08,2011-12-12)","(4:7655X106466157,7655X600896720,7655X900896720,7655X700896720)","(4:E05003506,osgb5000005102289746,osgb5000000018270933,...)","(3:1,4,1)","(4:7666OW,7666MI,7666MA,7666MT)","(1:2012-02-02)","(1:2016-02-10)","(1:2011-09-01)","(1:7655C000896720)","(1:CU01)","(1:AddressBase Premium Classification Scheme)","(1:1)","NULL","NULL","NULL","NULL","NULL","NULL","(1:,...)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","4"
"184","291442.0","91899.0","4fbd55f9-8945-44b3-977c-23344666913b","pseudoNode","false","a9e03d8e-044f-40b8-a243-a6c393fefd1b","Unclassified","NULL","Church Road","Acc","NULL","NULL","Single Carriageway","NULL","35.847","NULL","false","4fbd55f9-8945-44b3-977c-23344666913b","168e7ca5-7ed7-46a8-9ff3-8164e429f424","osgb4000000025360576","uk.addressbase.uprn.10024666657","I","2011-09-16","2016-02-10","2011-09-01","10024666657.0","1","NULL","NULL","1","7655","E","N","EX4 1AJ","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","(1:2011-09-16)","(1:2016-02-10)","(1:2011-09-01)","(1:7655L101171832)","(1:1)","NULL","(1:14200799)","(1:2)","(1:N)","(4:2016-02-07,2016-02-07,2016-02-07,2016-02-07)","(4:2016-02-10,2016-02-10,2016-02-07,2016-02-10)","(4:2005-09-17,2006-03-18,2016-02-07,2008-01-30)","(4:7655X600405422,7655X900405422,7655X134373790,7655X700405422)","(4:osgb4000000025345857,osgb5000000000052840,E05003506,...)","(3:3,53,4)","(4:7666MI,7666MA,7666OW,7666MT)","(1:2011-09-16)","(1:2016-02-10)","(1:2011-09-01)","(1:7655C000405422)","(1:CU01)","(1:AddressBase Premium Classification Scheme)","(1:1)","NULL","NULL","NULL","NULL","NULL","NULL","(1:,...)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","11"
"185","291796.02","91642.469","66399ba5-7b86-4cb0-b62f-6e510c84c93a","junction","false","e077b41d-993d-4418-82e9-717129d2c4a6","Not Classified","NULL","NULL","NULL","NULL","NULL","Single Carriageway","NULL","129.353","NULL","false","045e4677-55a8-44f2-9bd4-745110cfdf8b","66399ba5-7b86-4cb0-b62f-6e510c84c93a","NULL","uk.addressbase.uprn.10024665621","I","2011-09-16","2016-02-10","2008-12-18","10024665621.0","1","NULL","NULL","1","7655","E","N","EX2 8EZ","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","(1:2011-09-16)","(1:2016-02-10)","(1:2008-12-18)","(1:7655L101170252)","(1:1)","NULL","(1:14201657)","(1:2)","(1:N)","(4:2016-02-07,2016-02-07,2016-02-07,2016-02-07)","(4:2016-02-07,2016-02-10,2016-02-10,2016-02-10)","(4:2016-02-07,2015-07-23,2006-03-18,2008-01-30)","(4:7655X134368751,7655X600389280,7655X900389280,7655X700389280)","(4:E05003491,osgb5000005157730330,osgb5000000000052833,osgb1000012286160)","(3:1,16,4)","(4:7666OW,7666MI,7666MA,7666MT)","(1:2011-09-16)","(1:2016-02-10)","(1:2008-12-18)","(1:7655C000389280)","(1:CU01)","(1:AddressBase Premium Classification Scheme)","(1:1)","NULL","NULL","NULL","NULL","NULL","NULL","(1:,...)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","8"
"186","291334.0","91921.0","3fb341ad-eb49-4eef-b05b-d05b5c301c19","junction","false","6721b013-607a-4b03-9921-dbbc97ec0298","B Road","B3212","Cowick Street","Acc","NULL","NULL","Single Carriageway","NULL","220.361","NULL","false","5c02227e-8c1d-4cb4-95bb-bcbdbf4d9f21","3fb341ad-eb49-4eef-b05b-d05b5c301c19","osgb4000000025357211,osgb4000000025408360","uk.addressbase.uprn.10024666656","I","2011-09-16","2016-02-10","2010-04-25","10024666656.0","1","NULL","NULL","1","7655","E","N","EX2 9AX","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","(1:2011-09-16)","(1:2016-02-10)","(1:2011-09-01)","(1:7655L101171831)","(1:1)","NULL","(1:14202708)","(1:2)","(1:N)","(4:2016-02-07,2016-02-07,2016-02-07,2016-02-07)","(4:2016-02-10,2016-02-07,2016-02-10,2016-02-10)","(4:2006-03-18,2016-02-07,2010-02-18,2015-07-16)","(4:7655X900405421,7655X134373789,7655X600405421,7655X700405421)","(4:osgb5000000000052839,E05003506,osgb4000000025447544,...)","(3:14,3,1)","(4:7666MA,7666OW,7666MI,7666MT)","(1:2011-09-16)","(1:2016-02-10)","(1:2010-04-25)","(1:7655C000405421)","(1:CU01)","(1:AddressBase Premium Classification Scheme)","(1:1)","NULL","NULL","NULL","NULL","NULL","NULL","(1:ELECTRICITY SUB STATIONS 8M FROM 4 CHURCH ROAD. 1M FROM CHURCH LANE)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","15"
"187","291796.02","91642.469","66399ba5-7b86-4cb0-b62f-6e510c84c93a","junction","false","c47e1919-09b8-4efc-ae98-064247fe7d96","Not Classified","NULL","NULL","NULL","NULL","NULL","Single Carriageway","NULL","30.541","NULL","false","66399ba5-7b86-4cb0-b62f-6e510c84c93a","5bda3441-dc58-452c-a6f3-4a58987b9ce1","NULL","uk.addressbase.uprn.10024665621","I","2011-09-16","2016-02-10","2008-12-18","10024665621.0","1","NULL","NULL","1","7655","E","N","EX2 8EZ","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","(1:2011-09-16)","(1:2016-02-10)","(1:2008-12-18)","(1:7655L101170252)","(1:1)","NULL","(1:14201657)","(1:2)","(1:N)","(4:2016-02-07,2016-02-07,2016-02-07,2016-02-07)","(4:2016-02-07,2016-02-10,2016-02-10,2016-02-10)","(4:2016-02-07,2015-07-23,2006-03-18,2008-01-30)","(4:7655X134368751,7655X600389280,7655X900389280,7655X700389280)","(4:E05003491,osgb5000005157730330,osgb5000000000052833,osgb1000012286160)","(3:1,16,4)","(4:7666OW,7666MI,7666MA,7666MT)","(1:2011-09-16)","(1:2016-02-10)","(1:2008-12-18)","(1:7655C000389280)","(1:CU01)","(1:AddressBase Premium Classification Scheme)","(1:1)","NULL","NULL","NULL","NULL","NULL","NULL","(1:,...)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","8"
"188","291334.0","91921.0","3fb341ad-eb49-4eef-b05b-d05b5c301c19","junction","false","5110f3aa-f02d-4330-9fe8-de234c8928b9","Unclassified","NULL","Cecil Road","Acc","NULL","NULL","Single Carriageway","NULL","60.216","NULL","false","3fb341ad-eb49-4eef-b05b-d05b5c301c19","7d73b6c3-0d28-4e5e-9e19-2aed907410fa","osgb4000000025360580","uk.addressbase.uprn.10024666656","I","2011-09-16","2016-02-10","2010-04-25","10024666656.0","1","NULL","NULL","1","7655","E","N","EX2 9AX","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","(1:2011-09-16)","(1:2016-02-10)","(1:2011-09-01)","(1:7655L101171831)","(1:1)","NULL","(1:14202708)","(1:2)","(1:N)","(4:2016-02-07,2016-02-07,2016-02-07,2016-02-07)","(4:2016-02-10,2016-02-07,2016-02-10,2016-02-10)","(4:2006-03-18,2016-02-07,2010-02-18,2015-07-16)","(4:7655X900405421,7655X134373789,7655X600405421,7655X700405421)","(4:osgb5000000000052839,E05003506,osgb4000000025447544,...)","(3:14,3,1)","(4:7666MA,7666OW,7666MI,7666MT)","(1:2011-09-16)","(1:2016-02-10)","(1:2010-04-25)","(1:7655C000405421)","(1:CU01)","(1:AddressBase Premium Classification Scheme)","(1:1)","NULL","NULL","NULL","NULL","NULL","NULL","(1:ELECTRICITY SUB STATIONS 8M FROM 4 CHURCH ROAD. 1M FROM CHURCH LANE)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","15"
"189","291334.0","91921.0","3fb341ad-eb49-4eef-b05b-d05b5c301c19","junction","false","dfeec04b-68c8-412d-91d2-f2ddf8228a20","B Road","B3212","Cowick Street","Acc","NULL","NULL","Single Carriageway","NULL","103.228","NULL","false","3fb341ad-eb49-4eef-b05b-d05b5c301c19","3215e684-7749-45ad-8bb3-b040a01ef861","osgb4000000025357211,osgb4000000025408360","uk.addressbase.uprn.10024666656","I","2011-09-16","2016-02-10","2010-04-25","10024666656.0","1","NULL","NULL","1","7655","E","N","EX2 9AX","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","(1:2011-09-16)","(1:2016-02-10)","(1:2011-09-01)","(1:7655L101171831)","(1:1)","NULL","(1:14202708)","(1:2)","(1:N)","(4:2016-02-07,2016-02-07,2016-02-07,2016-02-07)","(4:2016-02-10,2016-02-07,2016-02-10,2016-02-10)","(4:2006-03-18,2016-02-07,2010-02-18,2015-07-16)","(4:7655X900405421,7655X134373789,7655X600405421,7655X700405421)","(4:osgb5000000000052839,E05003506,osgb4000000025447544,...)","(3:14,3,1)","(4:7666MA,7666OW,7666MI,7666MT)","(1:2011-09-16)","(1:2016-02-10)","(1:2010-04-25)","(1:7655C000405421)","(1:CU01)","(1:AddressBase Premium Classification Scheme)","(1:1)","NULL","NULL","NULL","NULL","NULL","NULL","(1:ELECTRICITY SUB STATIONS 8M FROM 4 CHURCH ROAD. 1M FROM CHURCH LANE)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","15"
"190","291544.75","91867.437","3a697a26-3dfb-4cd3-89b0-bc4d88d862ce","pseudoNode","false","7e13e4f0-59c4-4784-b557-d4433e65c24c","Unclassified","NULL","Haven Road","Acc","NULL","NULL","Single Carriageway","NULL","119.027","NULL","false","3a697a26-3dfb-4cd3-89b0-bc4d88d862ce","b1318a1b-910b-4b4e-822d-8655216ec1f5","osgb4000000025355274","uk.addressbase.uprn.10024944117","I","2011-09-16","2016-02-10","2010-02-24","10024944117.0","1","NULL","NULL","1","7655","E","N","EX4 1AH","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","(1:2011-09-16)","(1:2016-02-10)","(1:2011-09-01)","(1:7655L101415149)","(1:1)","NULL","(1:14202720)","(1:2)","(1:N)","(4:2016-02-07,2016-02-07,2016-02-07,2016-02-07)","(4:2016-02-10,2016-02-10,2016-02-07,2016-02-10)","(4:2014-09-09,2006-03-18,2016-02-07,2008-03-02)","(4:7655X600611657,7655X900611657,7655X135455459,7655X700611657)","(4:osgb5000005132093442,osgb5000000000739190,E05003506,...)","(3:1,17,5)","(4:7666MI,7666MA,7666OW,7666MT)","(1:2011-09-16)","(1:2016-02-10)","(1:2010-02-24)","(1:7655C000611657)","(1:CU01)","(1:AddressBase Premium Classification Scheme)","(1:1)","NULL","NULL","NULL","NULL","NULL","NULL","(1:,...)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","22"
"191","291482.296","91975.581","414f798f-eff2-4fa6-b7d0-bcb27b8a6e02","pseudoNode","false","af1b4805-6e6f-43ba-b88d-ce35af1a10b6","Not Classified","NULL","NULL","NULL","NULL","NULL","Single Carriageway","NULL","126.644","NULL","false","414f798f-eff2-4fa6-b7d0-bcb27b8a6e02","3a697a26-3dfb-4cd3-89b0-bc4d88d862ce","NULL","uk.addressbase.uprn.10024666657","I","2011-09-16","2016-02-10","2011-09-01","10024666657.0","1","NULL","NULL","1","7655","E","N","EX4 1AJ","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","(1:2011-09-16)","(1:2016-02-10)","(1:2011-09-01)","(1:7655L101171832)","(1:1)","NULL","(1:14200799)","(1:2)","(1:N)","(4:2016-02-07,2016-02-07,2016-02-07,2016-02-07)","(4:2016-02-10,2016-02-10,2016-02-07,2016-02-10)","(4:2005-09-17,2006-03-18,2016-02-07,2008-01-30)","(4:7655X600405422,7655X900405422,7655X134373790,7655X700405422)","(4:osgb4000000025345857,osgb5000000000052840,E05003506,...)","(3:3,53,4)","(4:7666MI,7666MA,7666OW,7666MT)","(1:2011-09-16)","(1:2016-02-10)","(1:2011-09-01)","(1:7655C000405422)","(1:CU01)","(1:AddressBase Premium Classification Scheme)","(1:1)","NULL","NULL","NULL","NULL","NULL","NULL","(1:,...)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","22"
"192","291482.296","91975.581","414f798f-eff2-4fa6-b7d0-bcb27b8a6e02","pseudoNode","false","0326c70d-dced-4b1b-a0a3-70df77719a3f","Unclassified","NULL","Albany Road","Acc","NULL","NULL","Single Carriageway","NULL","42.405","NULL","false","414f798f-eff2-4fa6-b7d0-bcb27b8a6e02","a021e881-2556-4e71-b571-f95bf3ce2e64","osgb4000000025365747","uk.addressbase.uprn.10024666657","I","2011-09-16","2016-02-10","2011-09-01","10024666657.0","1","NULL","NULL","1","7655","E","N","EX4 1AJ","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","(1:2011-09-16)","(1:2016-02-10)","(1:2011-09-01)","(1:7655L101171832)","(1:1)","NULL","(1:14200799)","(1:2)","(1:N)","(4:2016-02-07,2016-02-07,2016-02-07,2016-02-07)","(4:2016-02-10,2016-02-10,2016-02-07,2016-02-10)","(4:2005-09-17,2006-03-18,2016-02-07,2008-01-30)","(4:7655X600405422,7655X900405422,7655X134373790,7655X700405422)","(4:osgb4000000025345857,osgb5000000000052840,E05003506,...)","(3:3,53,4)","(4:7666MI,7666MA,7666OW,7666MT)","(1:2011-09-16)","(1:2016-02-10)","(1:2011-09-01)","(1:7655C000405422)","(1:CU01)","(1:AddressBase Premium Classification Scheme)","(1:1)","NULL","NULL","NULL","NULL","NULL","NULL","(1:,...)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","22"
"193","291442.0","91899.0","4fbd55f9-8945-44b3-977c-23344666913b","pseudoNode","false","980c2b3b-7ed4-4aec-8751-f83945bdba91","Unclassified","NULL","Beaufort Road","Acc","NULL","NULL","Single Carriageway","NULL","183.958","NULL","false","4db0e4a9-82fb-433b-85e3-9f70258853e5","4fbd55f9-8945-44b3-977c-23344666913b","osgb4000000025360574","uk.addressbase.uprn.10024666657","I","2011-09-16","2016-02-10","2011-09-01","10024666657.0","1","NULL","NULL","1","7655","E","N","EX4 1AJ","0","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","(1:2011-09-16)","(1:2016-02-10)","(1:2011-09-01)","(1:7655L101171832)","(1:1)","NULL","(1:14200799)","(1:2)","(1:N)","(4:2016-02-07,2016-02-07,2016-02-07,2016-02-07)","(4:2016-02-10,2016-02-10,2016-02-07,2016-02-10)","(4:2005-09-17,2006-03-18,2016-02-07,2008-01-30)","(4:7655X600405422,7655X900405422,7655X134373790,7655X700405422)","(4:osgb4000000025345857,osgb5000000000052840,E05003506,...)","(3:3,53,4)","(4:7666MI,7666MA,7666OW,7666MT)","(1:2011-09-16)","(1:2016-02-10)","(1:2011-09-01)","(1:7655C000405422)","(1:CU01)","(1:AddressBase Premium Classification Scheme)","(1:1)","NULL","NULL","NULL","NULL","NULL","NULL","(1:,...)","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","11"
